id,name,totalExp,skills
c2e54a24-092a-43fb-8f16-78236fa57629,"Nat Grady",3,"{Next.js,Tailwind,React}"
5493f64c-476b-465e-86bf-22397fccda35,"Mr. Nicholas McKenzie II",5,"{Next.js,Tailwind,Redux}"
8f05810c-1370-41c9-b269-608ed6731747,"Brooke Daugherty Sr.",7,"{Next.js,Redux,React}"
dc5ceff3-c9c3-4ed6-b842-206bb6cddf6d,"Stephania Mayert",1,"{React,Next.js,Redux}"
2c8630eb-2ce0-4c63-a7b7-11f737149ff8,"Maxwell Sipes",13,"{Redux,React,Next.js}"
934f4408-8428-4077-8c30-cdfdb225b8c0,"Donnell Effertz",15,"{Next.js,React,Tailwind}"
c1c95478-9de9-48fa-bb09-7d5c1df7c1be,"Kristen Christiansen",3,"{Next.js,Tailwind,React}"
8106a4fd-99f6-4eaf-884e-1bb0259774e8,"Mr. Salvatore Bednar",13,"{React,Tailwind,Redux}"
2c0ba617-b294-4550-884b-3b6e72ad0901,"Lyle Johns",14,"{React,Tailwind,Next.js}"
8390082f-1980-4f50-8fe2-34ef61372564,"Rene Franecki-Christiansen",4,"{Redux,Tailwind,React}"
d209ee6e-cb43-4e0a-bd47-e1c2e120a619,"Eldred Kihn",4,"{Redux,React,Tailwind}"
f3972e86-0aa9-480e-b2d2-50e342f23184,"Helen Rath V",4,"{Tailwind,Redux,Next.js}"
fe689766-82a7-4b3b-8233-82709c9f77e1,"Norma Tremblay Jr.",7,"{Tailwind,Next.js,React}"
d29edb8b-6b7e-4b6f-8702-c6de159923eb,"Gino Gorczany",10,"{Redux,Next.js,Tailwind}"
e58fa942-731f-424f-acba-df78f9ed0222,"Jayme Kreiger",11,"{React,Tailwind,Next.js}"
7c07315b-d2cd-4e9d-9d14-95d95f713025,"Roman Bernier",1,"{Next.js,Tailwind,Redux}"
46c9b1fc-e155-4bc5-a059-35abc1bdfc0f,"Adonis Mohr",9,"{Tailwind,React,Redux}"
7f20d1dd-df9b-472d-b4f3-9c3bc98558c2,"Adah Moore MD",11,"{Tailwind,Next.js,Redux}"
141bd870-cea4-4738-a4e8-f302155b68f8,"Ceasar Zieme",4,"{Next.js,Tailwind,React}"
83c6f069-e345-4030-9346-6d3733a79ba3,"Mr. Reanna Lesch",6,"{Next.js,React,Tailwind}"
20b89520-b1c6-4895-8050-c59b4bb3956b,"Mrs. Thaddeus Powlowski",10,"{Tailwind,React,Redux}"
cff6f900-c38d-43c1-a809-fcff26c97184,"Yvonne Stanton",15,"{Tailwind,React,Next.js}"
963acfd5-b88d-43da-98e4-8d4dbcbc1b2f,"Pete Purdy",2,"{Next.js,Tailwind,Redux}"
2c072a2c-78e2-4d60-966b-ee3847151db1,"Mario Rice",6,"{Next.js,React,Redux}"
9e8da6cc-1fe9-4adf-b8b1-bf4feadc8331,"Aleen Okuneva",6,"{Tailwind,Next.js,React}"
eaf139d1-baa0-4d23-8176-7411f965c558,"Lucia Hudson",6,"{Tailwind,Next.js,React}"
8b40fc9f-236f-4674-a413-5e5d17ffc8bb,"Miss Hope Legros-Pollich I",4,"{Tailwind,React,Redux}"
a66ffcbf-0a25-43c7-b986-b50f69ee11c3,"Mrs. Margarette Ferry",10,"{Tailwind,Next.js,React}"
effbd8e7-2ea8-41c9-98d5-70e81260399d,"Dora Moore",6,"{Redux,React,Next.js}"
519a8642-3fc0-4cb7-affd-f8df9e984c9b,"Syble Gerhold",3,"{Next.js,Tailwind,Redux}"
c3744e51-4f4c-4092-b685-e8a8a2513b85,"Luis Rodriguez",5,"{Redux,React,Next.js}"
e0e6aabb-7b5d-4cec-a149-1985158d154e,"Anabelle Hayes",14,"{Tailwind,Redux,React}"
b156c8fa-7247-4989-8e3c-74ab47e457d0,"Rafael Ferry",6,"{React,Redux,Tailwind}"
0bc156b0-160e-4f5e-8251-deda1170021e,"Nova Bernier-Hills",13,"{React,Next.js,Redux}"
52687ac2-bd25-4d2e-8134-a4627c2d8f4f,"Frank Conroy",13,"{Redux,Next.js,React}"
5fefd1ef-964a-4270-8b4b-f4b946ac4d9b,"Wade Langosh",9,"{React,Redux,Next.js}"
29d25437-f2e2-4148-98ab-8c7adf7ca133,"Wellington Lang",1,"{Tailwind,Next.js,React}"
aea2f674-b5b9-4e42-babb-ba293e4fd7e6,"Anna Schuster",3,"{Next.js,React,Tailwind}"
d29764a5-da44-44db-824a-4ccfd43258ad,"Fannie Jones II",10,"{Tailwind,Redux,Next.js}"
8c816954-2396-4106-b39e-ede0f8ab1e58,"Simeon Crona",11,"{Redux,Next.js,React}"
53dc7a81-d89b-4f51-8ef5-83de42af86c4,"Mr. Willis Greenholt",15,"{Next.js,React,Tailwind}"
030fff09-2859-4dfd-b021-2b7e4b9813a6,"Debbie Shanahan",8,"{Redux,Tailwind,Next.js}"
b70c6479-364c-4cb0-a04d-e11173249706,"Craig Prosacco",9,"{Next.js,React,Tailwind}"
78a1b672-62f9-498b-8f68-3f570630f28f,"Cletus Durgan",14,"{Tailwind,React,Redux}"
5b458f5e-70c2-4d0f-a0ae-9e4d595b985f,"Hector Douglas-Rutherford",8,"{React,Tailwind,Redux}"
4536a921-4594-4665-9bd8-b7006347852e,"Kenneth Parisian",3,"{Redux,React,Tailwind}"
7d9827ac-308d-48b1-935d-f45e0c765c26,"Marie Schoen",9,"{Redux,Next.js,Tailwind}"
4ddb5ee4-32f4-4984-b940-ef8dd2c2084f,"Mr. Taylor Wunsch",13,"{Redux,Tailwind,Next.js}"
fbcd8584-1e20-470a-9df5-29d10010295c,"Florian Hamill",3,"{Redux,React,Next.js}"
ad4c59f7-0c15-4bf8-b9f2-a3e274c0ad47,"Elwyn Aufderhar",6,"{React,Redux,Tailwind}"
8cd519ed-7c2d-4283-8d6f-40842c1cce67,"Grace Pfannerstill",8,"{Redux,Next.js,Tailwind}"
fd5b751e-a4ef-429f-99e3-65951bcf7c97,"Emery Gottlieb-Berge",13,"{Next.js,Tailwind,React}"
0fd59e28-c1a4-4038-b2a7-c54e7773a278,"Lynda McLaughlin",10,"{Next.js,Redux,React}"
86cd4e9f-80fe-4fc5-a96a-472f451e8af4,"Dolores Raynor",1,"{Redux,Tailwind,React}"
6bd64bb5-6d5e-4ed2-abb8-e0e3fb4d3016,"Faith Grady",8,"{Redux,Tailwind,React}"
75af266b-45c4-4efb-bc22-0ecc2abc5f78,"Julie Leffler PhD",11,"{Tailwind,Next.js,Redux}"
ceacc209-2e1f-4805-8a7d-151f9758843b,"Iva Lesch",3,"{Next.js,React,Tailwind}"
ec7e95f6-6989-497f-bb0a-cc2186a8b060,"Gail Ferry",8,"{Next.js,React,Tailwind}"
6c6a7bf3-2641-441a-953c-9fdd9a4d9b59,"Glenn Miller",9,"{Next.js,React,Tailwind}"
2b005c10-cbe3-4146-8c6d-c97b613a2b46,"Jeremie Hane",15,"{React,Next.js,Tailwind}"
85a10ee3-2c14-4ffb-9b1a-57d1d29c90e2,"Emanuel Flatley",3,"{Next.js,Tailwind,React}"
32439b48-ca39-4b3a-a57f-e5923bf266c6,"Roberta Douglas III",5,"{Tailwind,Redux,Next.js}"
20eb113e-4cf0-495c-ae09-facce669a928,"Doyle Casper IV",14,"{Tailwind,Redux,Next.js}"
856f315a-164d-4eb7-a580-06ebae055674,"Roderick Lueilwitz",3,"{Next.js,Tailwind,Redux}"
365371f9-7272-4ff0-9aa5-ceaaa6e1ac3a,"Byron Mitchell-Wiegand",7,"{Next.js,React,Tailwind}"
c2772bbb-f6c3-492d-8bef-7b285d54b3b1,"Al Buckridge",10,"{React,Next.js,Tailwind}"
3d156c05-5dd0-4c4b-b3dd-495e034d7d3e,"Mrs. Velda Hagenes",5,"{Next.js,Tailwind,Redux}"
79b30868-66b9-4974-a312-ef3707321548,"Miss Karen Daniel",7,"{React,Tailwind,Next.js}"
d705bb89-e260-43eb-9d06-0ed14b2fa7bf,"Lilian Stiedemann",8,"{Next.js,Tailwind,Redux}"
e9db9295-6e3d-40c1-a82c-ff5a098b487a,"Quinton Bruen",2,"{Tailwind,Redux,React}"
ba11588a-2143-4a54-b622-96e0c5c4d4c2,"Braeden Lindgren",15,"{React,Next.js,Tailwind}"
810d5246-7ff4-4489-94d8-a753e43aa809,"Catherine Schaden MD",11,"{React,Tailwind,Next.js}"
92fea8ca-39c0-400c-8f46-47230a14076a,"Sadie Champlin",11,"{Tailwind,Next.js,React}"
506e9dcb-7486-48f5-99af-37ae6905c8b3,"Gerardo Mayert",9,"{Redux,Tailwind,React}"
f66b468a-a689-4f2f-8bae-6b1b50e9ec56,"Russ Kuhlman",5,"{React,Tailwind,Next.js}"
da9bef54-51fc-44f6-ad52-5f04bab92acd,"Miss Annette Gislason",1,"{Tailwind,Next.js,React}"
bc050738-d173-4001-824e-6bc6e946f953,"Cordie Lockman",14,"{Next.js,React,Redux}"
9506281d-d04c-4d5d-9175-570c670e209c,"Howard Gulgowski",3,"{React,Next.js,Redux}"
d6aad60d-4c17-41d5-9ee3-bb235ba2e7e4,"Ernesto Flatley",7,"{Next.js,Redux,Tailwind}"
1e1199ad-6717-41a6-93fd-e229ea24d621,"Monty Kreiger",15,"{Next.js,React,Tailwind}"
148df538-7eb6-49a4-b070-2f8d1dd9e047,"Daisha Will",8,"{Redux,React,Tailwind}"
ff9f4c40-c639-46c9-80ca-2486c9daf999,"Joshua Kovacek",6,"{Redux,Tailwind,React}"
fc70fb15-0722-49b1-9983-a98b0a1945ac,"Heath Jerde",5,"{Tailwind,Redux,Next.js}"
1f030301-6daa-4524-b3d4-0bf20f5f11cc,"Jacky VonRueden IV",10,"{React,Redux,Next.js}"
e68b2939-1e68-48bc-9208-6f0bf10a9b0e,"Randi Herzog",7,"{Next.js,Redux,Tailwind}"
ef044cd5-5b8f-4560-9790-205ebf46aed7,"Alexander Gleichner",4,"{Redux,Next.js,React}"
d0be8eb7-c35c-4f29-985a-eb1fba8c9871,"Dewey Steuber III",6,"{Next.js,React,Tailwind}"
88a080b6-c0fd-44fb-a402-8394cd45c4db,"Nick Mueller",12,"{Tailwind,React,Next.js}"
71d0332c-4cc1-4a3c-8421-0fbea60dc265,"Jacqueline Hintz",8,"{Next.js,React,Redux}"
b71d4fec-0eab-4116-a7a2-b777e780849a,"Fernando Mayer",7,"{Next.js,React,Redux}"
a485f705-7ff8-4025-9924-c5c615182d7d,"Miranda Williamson",10,"{Next.js,Redux,React}"
6f40addf-1f9a-4a56-a97c-b55e930d047e,"Verda Walter-Bins MD",9,"{Next.js,Tailwind,Redux}"
fb962984-eb03-41e0-b695-d7faac00796a,"Eddie Johns",13,"{Next.js,Redux,Tailwind}"
12b511ab-ccec-4a42-8529-f6821d478dce,"Irene Stroman III",1,"{Tailwind,Next.js,Redux}"
4077667c-551a-49a3-bc09-24927a89097f,"Jacquelyn Hirthe",9,"{Tailwind,Redux,React}"
17f3c06f-9727-4c96-b223-e7442ca393ec,"Bennett Wehner",7,"{Next.js,Tailwind,Redux}"
339856b8-30a1-4b49-bdfe-cee9cba66426,"Jason D'Amore",10,"{Tailwind,Redux,Next.js}"
bb5f6f25-f6b8-4649-87e2-96c9212fe7cf,"Rhonda Kozey",10,"{React,Tailwind,Redux}"
03f634e2-c171-44a1-b1d2-c9bd63d99f28,"Gwen Funk",5,"{Redux,Tailwind,React}"
45321099-7db8-452b-96ef-1c31dfb7324d,"Gustavo Hessel II",8,"{React,Next.js,Tailwind}"
e936efa2-3481-413e-b4bf-47f88c02170f,"Marley Abernathy",3,"{Redux,React,Next.js}"
13b135f3-26de-497a-ac54-14eab57fead2,"Alexys Raynor-Leannon",13,"{Redux,Tailwind,React}"
c1e29217-6350-4bad-b03b-3bbe337aeaeb,"Austyn Rosenbaum DVM",4,"{Next.js,React,Redux}"
cbeb1ddd-ee51-4810-b46a-18320cd5fa59,"Connie Kling Jr.",9,"{Redux,Tailwind,React}"
a909d451-03b7-4377-b8f1-78c614a36056,"Vance Greenfelder",8,"{Redux,Tailwind,React}"
28b22229-f279-48a5-809a-46eb634cbb3f,"Bette Cartwright",11,"{Redux,Tailwind,React}"
6c0d1803-668d-47f4-bc73-510dd0e34a0c,"Flo Swaniawski",12,"{Tailwind,Next.js,React}"
1838696d-753e-49e2-a448-cecf721a6c39,"Jay Miller Jr.",3,"{Next.js,Tailwind,React}"
4adf05c3-ba62-4ad7-b6b1-960acead301b,"Willy Anderson",10,"{React,Tailwind,Next.js}"
6683dc34-0225-41fd-b749-f3ca3c2030a6,"Daryl Ziemann",6,"{React,Next.js,Redux}"
9f7d4840-902e-4cf7-9c90-8edfc93dc689,"Guy Walker",7,"{Next.js,React,Redux}"
0666a0e7-e15c-47e6-8c82-9701a1672ca5,"Alessia Mertz",11,"{Redux,Tailwind,Next.js}"
53bde7dc-74ec-4ba6-8a19-2a9c0d72bcbe,"Vanessa Gleason",14,"{Next.js,Tailwind,Redux}"
171b5a64-83c2-4ff0-b924-64f074c605ec,"Edmund Klocko",12,"{Redux,Tailwind,React}"
370ae534-59e4-4499-944a-a74b59a3a404,"Charley Altenwerth V",3,"{React,Tailwind,Redux}"
ba10286a-ec5c-48ac-b343-3c96dc0633ed,"Julio Toy Jr.",9,"{React,Redux,Tailwind}"
2b617f78-5453-4ad5-adb7-049c799fad64,"Dorothea Daniel",3,"{Next.js,Redux,React}"
28542d37-f7fc-4611-9b1f-e9340d90bafd,"Taylor Schiller",13,"{Tailwind,React,Redux}"
6efbb2b3-2bb6-4b56-839c-c6f4b78c5c18,"Betty Walsh",4,"{Redux,Next.js,React}"
c5a88de4-0e03-4f82-8160-34f96af19114,"Ms. Drake Stark III",4,"{Next.js,Redux,Tailwind}"
7449de02-1f0d-4740-8681-99082ae7ff4f,"Ms. Brandi Franecki",13,"{Next.js,React,Redux}"
fb9006d4-3d66-4d68-a745-4c9b276fef5f,"Theresia Hackett",13,"{Redux,Tailwind,React}"
75c75d9a-4ab7-478a-8d93-01411cbfc1ae,"Anibal Runte",8,"{Next.js,Redux,React}"
69af8292-a0e6-4d0b-a120-0ca3656d9928,"Reagan Heller",13,"{React,Redux,Next.js}"
ad28185f-4ad8-455d-b177-0dc2366274b5,"Wilbert Mills",12,"{Next.js,Redux,React}"
73e081ba-9670-4711-8474-af1c5813a4b9,"Vince Murray",3,"{Tailwind,Redux,React}"
60f3ccdf-d9e4-4a49-baa6-422a89bf30ca,"Keith Mayert",14,"{Next.js,Redux,React}"
c837ab83-2256-46de-ae20-d65bb37c36f8,"Dr. Clark Nitzsche",10,"{Redux,React,Tailwind}"
4014b566-ff35-4935-8104-2b39e5774fd5,"Russell Graham",11,"{Redux,React,Tailwind}"
abdf2c80-5b93-4cb7-9ffb-d2268ec9fd3e,"Jayme Kuhn",2,"{Tailwind,React,Next.js}"
157fb246-3902-4df3-bbca-914c03576be6,"Israel Crooks",1,"{Next.js,Redux,React}"
55712f97-7ec5-446e-9674-4665779dabf8,"Megan Wehner",14,"{React,Next.js,Redux}"
ddbf03b5-f0b3-48f0-805b-bf6e25232ca0,"Jordan MacGyver",10,"{Redux,React,Next.js}"
edd9005b-f0ba-462d-87c2-22296386a1c7,"Wayne Windler",4,"{Next.js,React,Tailwind}"
d0c22cf3-78b7-4bbe-9d3c-63f9d01d7d7d,"Sonja Kertzmann",10,"{Redux,Tailwind,Next.js}"
4285c464-bbeb-49cd-8129-bcf38ebe4702,"Dr. Jose Greenfelder",3,"{Next.js,Tailwind,React}"
f0347d74-6128-44a0-a17b-d58a5bf2d08d,"Shanon Pollich",6,"{Redux,React,Next.js}"
eda2627d-79d5-4c75-9561-bb41cd274b60,"Melisa Dibbert",6,"{Redux,Tailwind,Next.js}"
25b8ab7f-be9b-4a06-952c-04158bf55850,"Ellis Lockman",12,"{React,Tailwind,Redux}"
b816c32c-6337-4b3e-b2d0-c817173d8471,"Debra Dickinson",9,"{Redux,Next.js,Tailwind}"
affb70e6-56a1-4a96-ac41-a61318181a4f,"Everett Zboncak",3,"{Redux,React,Next.js}"
af7c9875-305b-4ccb-a122-f10d75c1daaf,"Eula Berge",12,"{Next.js,React,Tailwind}"
5f0f9a5e-3a72-4f37-84c1-5b1188e7fff1,"Miss Maida Weissnat",6,"{React,Next.js,Tailwind}"
6a4cbd2d-3962-4003-a539-04120da9d00a,"Bob Ferry",10,"{Redux,Next.js,Tailwind}"
82e837e4-b0c0-47d1-a1bc-bd0b05e5386d,"Dr. Aniya Hilll",2,"{React,Redux,Next.js}"
a46a46f5-7f91-453c-96ab-850a00cc31dd,"Asa O'Kon",5,"{Redux,React,Next.js}"
6bed2192-252f-4989-8ade-78bb37168002,"Jevon Prohaska",13,"{React,Redux,Tailwind}"
dcaa65c7-9220-46a9-afe5-dabd45607091,"Hilbert Lockman",11,"{Next.js,Tailwind,React}"
166f7e5c-78a3-46b0-9237-9ab381823d0c,"Geoffrey Collins",12,"{Tailwind,React,Redux}"
1f0c415f-a254-4e94-94d2-da1082f79d67,"Amparo Bartell",13,"{Next.js,React,Redux}"
7751e6b0-63d0-4643-ae86-5db4f80e9183,"Keshawn Schmidt",5,"{Redux,React,Next.js}"
147a1ebc-ad97-4e78-af63-555989d3ca71,"Marvin Lemke DVM",5,"{Tailwind,Redux,React}"
32112609-90b6-44f0-8305-046e50d6fa38,"Simon White",5,"{Redux,Tailwind,React}"
55b834f2-288e-440a-b89c-0be854d6eb29,"Emmanuelle Hayes",7,"{Next.js,Redux,Tailwind}"
7c192fa1-c6f7-4119-9b3d-8c1fded3e298,"Vincenzo Hintz",15,"{React,Tailwind,Next.js}"
34080fd8-9fd3-4165-8292-3a37727d3ea3,"Trenton Moen",5,"{React,Redux,Tailwind}"
d58de2e7-7200-4cd4-b31e-3b9898c121a2,"Keagan Goldner",3,"{Tailwind,React,Next.js}"
f6754660-66bf-4437-a651-cc0b1a6966eb,"Dr. Zachary Dare",3,"{Next.js,Redux,Tailwind}"
c8b7fc25-6e84-4376-8073-56b348c4590f,"Donna Ebert",5,"{Next.js,React,Redux}"
00352b47-31f7-47ea-9a60-78ea823ac803,"Anna Hettinger",9,"{React,Redux,Next.js}"
465db382-f9e1-4e76-9636-9c257a3f8368,"Todd Berge",4,"{Tailwind,Next.js,React}"
f60340bb-d7f5-4a2a-90a7-73d6a828252d,"Joshua Lesch",4,"{React,Next.js,Tailwind}"
6f617b11-4d08-4312-9de7-e645abc513d9,"Johanna Leffler",14,"{Tailwind,Next.js,Redux}"
5386fb01-9d12-4269-b0bd-45d104696e0a,"Josephine Kunze Sr.",8,"{Next.js,Tailwind,Redux}"
12b49b83-aed9-4796-9bbe-8a1d00fce1f5,"Carrie Reynolds",8,"{Redux,Next.js,Tailwind}"
6e96a804-d9c5-422f-84b7-5b9cffcf4f3b,"Cruz Murphy",1,"{React,Redux,Tailwind}"
d7ea4974-88df-4587-8e3f-0096e3038aea,"Tyrel Greenholt",12,"{React,Next.js,Tailwind}"
1d8715d5-dd32-41de-9ae2-288d1cd6d316,"Deion Miller",15,"{Tailwind,React,Next.js}"
414be256-ce72-4145-abe3-feb67a0ceb56,"Gavin Turner",8,"{Tailwind,React,Redux}"
be76b53b-3c7e-4e7b-b61c-25ec15103181,"Kristina Bogan",8,"{Redux,Tailwind,React}"
d67584f7-5d7a-47f0-9b33-7c38806cfdd5,"Kraig Rohan",10,"{Next.js,Redux,React}"
97826fb0-1579-44ed-a597-c631a0169df6,"Mary Miller",1,"{Next.js,Redux,React}"
62662330-36d1-46f7-ad30-84dc1ece3046,"Daniel Lindgren",4,"{Redux,React,Tailwind}"
42da26b3-5fb8-4889-b6e1-f062965938a3,"Jayda Dietrich",14,"{React,Next.js,Redux}"
01421c2c-a9f3-4746-93c1-5b51667e85a1,"Jeanette Anderson",15,"{React,Next.js,Tailwind}"
3ca6d2f0-def5-43eb-9a21-9b3152a957ce,"Vicky Williamson DVM",8,"{Redux,Tailwind,React}"
c44bf7d3-68cd-4119-8714-a0944c756267,"Mr. Oda Gerlach IV",7,"{Tailwind,React,Next.js}"
22f98b2e-3601-4ea8-8882-5cd3a7a99c83,"Keith Schaden",2,"{Tailwind,React,Next.js}"
65dcc0aa-551e-4739-b0bf-a18d408080c7,"Clemens Zieme",2,"{Tailwind,React,Redux}"
0b0ea4a1-5f83-4752-9eae-b85c9c5c54bc,"Edward Goodwin",14,"{React,Next.js,Redux}"
072918b5-6d6b-4c29-b2ed-74b47eae5135,"Rene Bahringer-Deckow V",15,"{Tailwind,React,Redux}"
7597d889-cdf8-4dc3-8f97-6cea9c049ea4,"Janae Stamm",15,"{Tailwind,Next.js,React}"
c487bf8f-91a5-4d8d-973d-709e9d20b4d6,"Tristian Hettinger",11,"{Next.js,React,Tailwind}"
cb4718c8-e2c6-4676-8919-c59bf40d1991,"Nadine Gibson",14,"{React,Redux,Tailwind}"
3585726f-8efb-4852-8951-eee735caa150,"Abigale Ferry",14,"{Next.js,Tailwind,React}"
7f90a433-f9d2-4204-81bc-4d763d2b26d9,"Wm Robel",11,"{Redux,Next.js,Tailwind}"
09073ae1-9de7-47e5-85f8-873cabcc1953,"Debbie Renner",13,"{Tailwind,Redux,Next.js}"
e05e02f9-fe5e-4944-bf42-f60b4661ff46,"Raina Kshlerin",11,"{Tailwind,Redux,React}"
ac5edbba-54e2-4b60-a340-5195af05500b,"Zita Hessel",2,"{Redux,React,Next.js}"
282455a6-195e-4476-8cf2-383435785673,"Edmund Moore",5,"{Next.js,Tailwind,Redux}"
424c7bd3-1180-40ec-a36b-5e0475af1d0c,"Delfina Wuckert",4,"{Redux,Next.js,Tailwind}"
8e246389-3634-48a5-9af9-be0b647c38ef,"Geneva Purdy",8,"{Redux,Next.js,Tailwind}"
4f10c1f2-c7b9-406f-a70e-85d57f6bc52f,"Guy Klein",7,"{Redux,React,Next.js}"
0dc2b9c3-254f-47b4-b9f3-0091f0803d91,"Greta Torphy",13,"{Next.js,React,Redux}"
47fd91cf-d9a5-4eb4-8f57-dac42822b28b,"Tessie Beahan",3,"{Tailwind,Redux,React}"
79e5ba20-9888-4cfa-89cc-fbcde78ac593,"Brent Skiles",15,"{React,Next.js,Tailwind}"
a372d1f8-d8e6-4b7d-8e6e-8763029515a8,"Norma Medhurst DVM",6,"{Next.js,Tailwind,React}"
ad3d8f06-0dff-475c-a9f0-249ca8408d6e,"Alicia Ullrich",9,"{Redux,React,Next.js}"
b1f42875-a24b-4021-a26c-5ffa6280f94b,"Bobby Johnston",5,"{Next.js,React,Redux}"
6e9f67bd-afa7-4ff9-b983-71ddcba02259,"Malvina Lockman",2,"{Next.js,Tailwind,React}"
325f83f2-db78-46be-a0c5-7d513c40da08,"Tamara Ritchie",13,"{Redux,React,Next.js}"
f0031842-ef91-4868-9a42-b62104f03434,"Mr. Bert Stamm I",8,"{Redux,React,Tailwind}"
49cc2baf-3ff4-4386-ba69-78c797a61670,"Jamal Hettinger",15,"{Next.js,Redux,Tailwind}"
0e392fff-8807-4209-ac37-78a5a47b0e77,"Rose Bogan PhD",9,"{React,Redux,Tailwind}"
b006e1a8-eb99-4389-bd0b-a2520347d03f,"Brennon Weissnat",15,"{React,Redux,Tailwind}"
d2681e93-6780-49ed-9b9f-d2db39ca53aa,"Madisen Balistreri",5,"{React,Next.js,Redux}"
e0e37da0-180c-4ec8-8cfa-f33851eabbbf,"Cory Little",9,"{Next.js,Tailwind,Redux}"
49b6774b-d1cc-43ce-a335-9fe332bd7076,"Rosemary Quitzon",12,"{Tailwind,Redux,React}"
263ea666-7ea1-4538-8047-0de44c12a3a0,"Traci Champlin Jr.",11,"{Redux,Tailwind,Next.js}"
71878230-1a12-443b-8ffe-b8643ebf3519,"Ahmad Kuhlman",12,"{Next.js,Tailwind,Redux}"
ac49a8a8-9607-4dd9-bad0-91b12a4def8c,"Rosina Graham",1,"{React,Next.js,Tailwind}"
d1387f8b-7758-4400-89ba-fb6a8a8eca39,"Kendrick Gerhold",15,"{Redux,Next.js,React}"
96b84176-b0ea-4157-bf63-509f5a7bcf62,"Lyda Corkery",13,"{React,Redux,Tailwind}"
b296b328-2a97-4a3c-9aa5-80033353585c,"Justen Wuckert",4,"{Redux,Next.js,Tailwind}"
b6c07e27-79b0-485b-b084-1359f1ebc3ba,"Abdul Crona-Hackett",3,"{Tailwind,React,Next.js}"
ed76e993-4a92-4676-8b88-4dbae3a7dd90,"Marianne Torphy",10,"{React,Next.js,Tailwind}"
c6c4e3ba-6439-4846-a8e3-12c83f29c067,"Kaela Collins",13,"{React,Next.js,Tailwind}"
b26aa60f-241d-4e5f-9134-b65598455936,"Jamal Wisozk",2,"{Next.js,Tailwind,React}"
0e1b1612-a1c6-4fee-ab72-74fbe34a15d4,"Mr. Bernard Rice",6,"{React,Tailwind,Redux}"
6972e02f-9632-4ac9-b788-d32ce4e02f2f,"Carissa Connelly",15,"{Redux,Tailwind,Next.js}"
f888f655-8d3a-40d1-adf3-6ed731f4cf27,"Ramona Stracke",14,"{Next.js,Redux,Tailwind}"
5fa57d04-7618-4926-9ded-23fb3228a48e,"Hilda Mayer",4,"{Next.js,Tailwind,React}"
285b5bfa-7290-4827-b19e-0fe4c98c9e13,"Alda Ferry Jr.",15,"{Tailwind,Next.js,React}"
142169c4-f77b-4acb-85c3-9996466f6ead,"Jessika Raynor",11,"{React,Next.js,Tailwind}"
a9d4e4b7-97a0-4463-bf0b-7130c47dca29,"Christian Nikolaus",11,"{Next.js,Redux,Tailwind}"
514099ed-1c05-45b3-b4ba-27f9f5447f62,"Caroline Dickens",6,"{React,Redux,Next.js}"
378f1d20-1925-4a20-bbc0-26147dd2df87,"Mr. Dwight Kovacek",2,"{Redux,React,Next.js}"
ef294b0d-db98-433b-bcde-9fe20227052d,"Dr. Mose Braun",5,"{Tailwind,Next.js,Redux}"
4d890b15-3c15-4416-823b-50e00a057de5,"James Koss",5,"{Next.js,Redux,Tailwind}"
a48140ea-ef32-4461-834b-0ca10aed6a17,"Brendan Haley",8,"{React,Next.js,Redux}"
78facc5f-baeb-41a8-a389-81d9495139d0,"Tanya Langosh",4,"{Redux,Tailwind,Next.js}"
d02e0bbe-c84b-4ab3-a1a7-ec7bfba3cc74,"Tristian Stracke II",5,"{React,Next.js,Tailwind}"
0abf7de8-ae95-478a-94f4-7fa98f9b451f,"Rene Parisian",14,"{Tailwind,React,Next.js}"
c593a40f-1460-4a8e-98d6-acc9a169b1a6,"Delphine Shanahan",15,"{React,Tailwind,Next.js}"
c9550b8f-7b10-4aef-95ac-9e861c8eb98d,"Wanda Wolf IV",8,"{Tailwind,React,Next.js}"
5fab9622-f69d-4b9a-8417-e0ba46fc9f2d,"Randy Dickens",1,"{React,Tailwind,Redux}"
9e2de226-9907-426e-9695-a95a74c8a61c,"Lowell Durgan II",7,"{Redux,React,Next.js}"
7729b7e2-d708-4f6f-b102-82208046a9eb,"Sylvester Wuckert",9,"{Tailwind,React,Next.js}"
1af319a6-7fc7-4f99-86ca-115a8a138800,"Mr. Celine Tromp",6,"{Next.js,Tailwind,React}"
b815ea63-38ba-498b-83f4-121323c1f308,"Marlon Abshire",6,"{Tailwind,Redux,Next.js}"
e266faa4-0001-469f-b63c-3123d2625903,"Zack Prohaska",9,"{Next.js,Tailwind,React}"
a2583527-4dee-47ff-98eb-dc66e3e65cca,"Mario Terry-Rempel",2,"{Next.js,React,Redux}"
9822db03-993e-4715-818f-a52ad11c2354,"Derrick Block V",9,"{Tailwind,Redux,Next.js}"
81f01fa9-bd73-4752-b5f2-446c2f744bc4,"Ms. Debra Champlin",15,"{Redux,Next.js,React}"
40a59004-e395-4c8a-a9bf-943375606886,"Kaden Fritsch",15,"{Tailwind,React,Redux}"
5fb1e890-6561-4127-b09e-b8a1738c48d4,"Mr. Alonzo Kertzmann",11,"{Tailwind,React,Redux}"
c407220a-5ce3-4786-bed9-2c5225286d94,"Mr. Ronnie Wisozk",15,"{React,Next.js,Tailwind}"
